Source,site,lat,lon,Elevation,Vcmax.25,Jmax.25,narea,parea,lma,o_Vcmax,year,species,o_X,o_Jmax
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,38.22573303,45.34841373,1.910035664,0.0569,96.33,52.48446857,2010,Iryanthera sagotiana,NA,60.37054541
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,30.60837661,43.36233791,1.250954208,0.0883,57.8,42.02573117,2010,Vouacapoua americana,NA,57.88793359
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,38.61239651,56.4840638,2.552194021,0.0575,102.61,53.01536296,2010,Bocoa prouacensis,NA,75.84296092
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,31.78762455,45.53483563,1.443612941,0.1083,82.02,43.64485516,2010,Vouacapoua americana,NA,61.21643386
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,48.23161591,55.16768992,2.812195677,0.0739,160.11,66.22268636,2010,Lecythis persistens,NA,74.35452244
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,38.70174747,47.35016286,1.76508687,0.0545,105.11,53.13804308,2010,Eschweilera coriacea,NA,64.41879291
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,19.72401515,15.15568613,1.972373544,0.0416,211.49,27.08134995,2010,Licania alba,NA,20.7434936
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,38.00831763,64.66521928,2.415644967,0.07,153.28,52.18595417,2010,Eschweilera sagotiana,NA,88.74966577
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,49.77090246,51.7772381,2.554554358,0.0602,165.43,68.33614842,2010,Eschweilera sagotiana,NA,71.3924214
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,12.82160922,22.95058603,1.995994097,0.0405,176.77,17.60424962,2010,Licania alba,NA,31.78035773
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,30.6046894,48.25421629,1.744188189,0.0442,133.31,42.02066858,2010,Licania alba,NA,67.0171518
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,25.65815086,49.47672479,2.166190455,0.0439,105.14,35.22900166,2010,Bocoa prouacensis,NA,68.87304719
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,33.54809584,35.63741842,1.693593827,0.0437,109.7,46.06200698,2010,Lecythis persistens,NA,49.94400663
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,36.57731731,32.80234805,0.903973801,0.0175,56.4,50.22117062,2010,Eschweilera sagotiana,NA,46.73488911
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,37.9842343,76.44510898,1.80359255,0.0676,134.8,52.15288742,2010,Licania heteromorpha,NA,109.2874561
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,28.40957143,48.04952637,2.236057404,0.0555,116.53,39.00674076,2010,Gustavia hexapetala,NA,69.13015275
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,43.03921997,72.19968407,1.795825835,0.0605,125.9,59.09345377,2010,Licania heteromorpha,NA,104.2314786
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,21.39052641,39.38520524,2.905450593,0.0614,137.22,29.36949332,2010,Bocoa prouacensis,NA,58.17557196
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,17.99423046,26.85080583,0.560287544,0.0371,70.48,24.70633126,2010,Licania heteromorpha,NA,40.17943809
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,35.75599287,48.59664592,2.015588991,0.0564,166.98,49.09348063,2010,Licania heteromorpha,NA,73.24125004
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,30.83670595,45.87504827,0.581548124,0.0299,56.03,42.33923056,2010,Carapa procera,NA,70.05644622
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,36.78047174,62.36681053,1.291158627,0.0713,86.45,50.50010451,2010,Carapa procera,NA,97.47039189
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,37.46364069,67.78269481,1.468995841,0.0759,100.08,51.43810508,2010,Carapa procera,NA,108.82378
Bloomfield et al 2018 New Phytologist,Gx 1&9,5.28,-52.92,40,58.87007665,NA,2.771428583,0.084,191.4,80.82944244,2010,Eschweilera sagotiana,NA,NA
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,39.85567909,73.43735939,1.484264982,0.112448269,98.39495041,55.37151899,2007,Combretum_MDJ,0.88925157,91.60884668
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,36.09452005,62.44418736,1.210718368,0.055598533,86.06683805,51.58748058,2007,Combretum_MDJ,0.881912322,79.393004
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,41.03863257,64.12829245,1.55976492,0.112201877,102.3855172,59.355905,2007,Spondias mombin,0.867752965,82.1888022
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,34.11873695,55.89406265,1.467980447,0.093165093,99.08616733,50.91882662,2007,Spondias mombin,0.881948106,73.16058292
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,35.08554968,60.1245192,1.32175317,0.073124768,76.9265794,52.75481288,2007,Spondias mombin,0.8281406,79.09443113
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,33.02757516,56.1448394,1.698311249,0.07207589,95.55757026,49.68751509,2007,Combretum_MDJ,0.857573227,73.8861859
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,34.54253523,65.67376766,1.541747397,0.089593303,78.84541196,52.35656549,2007,Spondias mombin,0.83043949,86.8613946
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,38.15629181,77.51859338,2.308236564,0.174027117,139.4275701,58.23593741,2007,Combretum_MDJ,0.797526919,103.0058815
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,65.10409812,121.5141209,2.55808303,0.094933308,111.9976816,99.67462468,2007,Ochna 1,0.803429859,161.8046412
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,44.94439982,81.15389515,1.909641022,0.076307778,88.99099953,68.9815156,2007,Ochna 1,0.787233941,108.2430216
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,38.51145098,67.52005513,1.732288725,0.114943396,97.19684385,59.21851887,2007,Combretum_MDJ,0.840328655,90.17122474
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,37.61933348,75.78440342,1.767170135,0.111846524,118.9393939,57.96828381,2007,Combretum_MDJ,0.805138859,101.3509084
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,63.51113459,101.6484845,2.512038376,0.097913943,103.9645693,98.08628193,2007,Ochna 1,0.804466229,136.1465422
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,41.86527742,74.8387323,1.799849826,0.071059873,67.19962786,65.16090698,2007,Funtumia elastica,0.836461145,100.7627168
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,47.9818148,91.79633866,2.004723728,0.082062305,78.34551996,74.71576332,2007,Funtumia elastica,0.806387406,123.6331193
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,54.05213803,70.42696421,2.335875453,0.1733685,140.1623569,84.22517875,2007,Vitex doniana,0.827575069,94.89550855
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,39.46580609,70.420261,1.668854367,0.063969726,53.09666426,62.15554306,2007,Funtumia elastica,0.864444038,95.56864668
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,38.98423971,91.2884801,2.322512612,0.112692067,94.64552903,62.26522287,2007,Funtumia elastica,0.795569438,125.0636786
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,28.68478248,59.89162611,1.476032713,0.072768175,83.95833333,45.88256983,2007,Spondias mombin,0.826738639,82.1317705
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,57.80601505,108.0564653,2.148386829,0.107260095,77.90575916,92.80070939,2007,Funtumia elastica,0.837619905,148.5453153
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,42.97555736,71.88928598,1.579532986,0.061162703,74.47016461,69.21170384,2007,Ochna 1,0.768999735,99.03746912
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,46.59713051,85.95655065,1.709150164,0.111238107,100.3283302,75.26545551,2007,Combretum_MDJ,0.827825988,118.6515618
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,35.09823754,67.55277002,1.745201857,0.052681088,74.38562597,56.79211489,2007,Ochna 1,0.837722207,93.35820984
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,44.21447356,64.17182561,2.484101875,0.127077506,151.554282,71.62906409,2007,Vitex doniana,0.813587577,88.75740072
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,60.88772648,119.1219089,2.985094512,0.082959211,150.7977778,99.05901567,2007,Xylopia aethiopica,0.815231507,165.2296085
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,50.2887071,83.17032952,1.839584124,0.048971559,79.98123206,81.99921178,2007,Ochna 1,0.853341454,115.5366568
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,51.33704769,92.95511145,2.099692373,0.111689685,92.62618432,83.91618189,2007,Funtumia elastica,0.881161023,129.3443424
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,55.79148577,131.1073262,2.822484269,0.093856646,143.4857143,91.83470315,2007,Xylopia aethiopica,0.836793051,183.2876561
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,69.10629152,128.9474631,2.762166176,0.091888749,130.5673102,114.0508408,2007,Xylopia aethiopica,0.875719164,180.5869883
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,62.02031299,117.7136438,2.673201048,0.161022902,237.5634862,104.0641551,2007,Vitex doniana,0.687305378,166.6976433
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,46.47435684,88.85324355,1.886018889,0.075741191,71.10528016,78.09939505,2007,Funtumia elastica,0.88670596,125.957548
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,65.52559807,124.7377847,2.565214717,0.097202068,120.4590049,110.2678549,2007,Ochna 1,0.75543968,176.9923826
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,32.2130889,54.97805994,1.504970229,0.086584247,83.39503043,54.21304961,2007,Spondias mombin,0.828526826,78.01327201
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,54.23087525,125.5666979,3.229895534,0.153589985,148.7063044,91.48661171,2007,Xylopia aethiopica,0.787527679,178.4645854
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,49.37543768,85.85559374,1.931306067,0.097943081,78.83675565,83.35860773,2007,Funtumia elastica,0.860572684,122.0863068
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,47.83172609,86.79796397,2.099838771,0.067158369,86.27502461,81.21619224,2007,Ochna 1,0.803241891,123.9022368
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,54.61274421,114.9686228,2.80867992,0.084028738,130.2460828,93.54908358,2007,Xylopia aethiopica,0.888015835,165.0878763
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,57.92025752,127.1383372,2.434726682,0.153100561,212.5620038,100.3858034,2007,Vitex doniana,0.706180226,184.0080995
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,69.60368664,106.9077401,2.627200658,0.076792677,126.2223323,121.1916809,2007,Xylopia aethiopica,0.876807111,155.2074876
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,42.86941791,63.72368272,1.48314823,0.088084011,89.93991416,75.12714877,2007,Combretum_MDJ,0.811448815,92.91627557
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,68.99516606,101.2711621,4.306511595,0.102725981,149.6492205,130.8062198,2007,Xylopia aethiopica,0.82889152,155.6795601
TROBIT; Thomas Domingues,MDJ-05,5.980467,12.868999,768,56.67741072,99.02776785,2.803446552,0.091677626,137.516439,107.7413734,2007,Xylopia aethiopica,0.852699416,152.5050221
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,55.58874816,86.54799962,2.732042898,0.088347994,102.9352851,72.7943087,2007,Parkia biglobosa,0.788267338,103.7569757
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,37.59263485,67.32505815,2.950401967,0.105094731,107.1756329,52.0721558,2007,Parkia biglobosa,0.778855842,83.8161964
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,88.05414371,171.2196837,2.051016092,0.071253439,64.90392314,122.1755877,2007,Parkia biglobosa,0.795551451,213.4011145
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,92.26552339,114.7819969,3.315522724,0.145532731,140.7973422,128.8390276,2007,Milicia excelsa,0.745377046,143.6747286
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,45.7436969,71.47979911,2.168616804,0.070464876,123.5207023,64.27315648,2007,Homalium sp.,0.924116786,89.84580316
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,57.44415367,82.1501799,2.608658681,0.073847049,144.2793999,81.15599443,2007,Homalium sp.,0.868183726,103.6382015
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,49.52321944,91.76449259,2.59691705,0.100900754,91.22395833,70.07669202,2007,Parkia biglobosa,0.781587105,115.8909832
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,43.7711441,79.19050451,3.018031805,0.138634029,119.1540688,62.28577607,2007,Trilepisium madagascariense,0.846980051,100.3887831
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,45.17909613,89.14087442,2.415186478,0.064834737,141.9152834,64.3144223,2007,Homalium sp.,0.894573151,113.032441
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,56.8388776,93.10535037,3.091350432,0.123150778,126.5112321,81.16474411,2007,Trilepisium madagascariense,0.768186516,118.3065406
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,44.90590901,86.52136376,2.580059426,0.08855451,84.27756654,65.28032373,2007,Parkia biglobosa,0.837183412,111.2678984
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,54.94641221,95.85536469,2.749088097,0.120190871,123.7848846,80.544266,2007,Milicia excelsa,0.765233421,123.9633004
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,46.6530216,89.69333528,1.72302965,0.105740846,81.32195283,68.72379555,2007,Sapium sp.,0.958087573,116.3776478
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,51.37121422,96.8979919,3.015452124,0.159573252,127.6586018,76.12448512,2007,Milicia excelsa,0.767885189,126.2280787
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,63.60965321,122.3793984,3.390500553,0.122172212,129.1146881,94.7241416,2007,Quassia sp.,0.774477536,159.9495062
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,65.0236538,138.8957799,2.304812033,0.059664462,73.70098039,97.07412376,2007,Parkia biglobosa,0.804545579,181.8440465
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,46.41750043,90.55223519,3.294519984,0.168391872,110.4476217,69.69037413,2007,Quassia sp.,0.809352524,119.0039976
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,59.01802506,110.5556846,2.317366055,0.081794894,80.87772397,88.69546431,2007,Parkia biglobosa,0.792888399,145.3883166
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,55.44444743,99.67699232,2.096899416,0.112091471,91.50805138,83.50356352,2007,Sapium sp.,0.927012267,131.2708906
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,45.98454271,87.04611243,1.942320523,0.102901055,96.14678899,69.37002955,2007,Sapium sp.,0.880062266,114.7630395
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,49.33674577,111.473662,3.521192376,0.169453947,124.6961158,74.90267553,2007,Quassia sp.,0.784015925,147.5992535
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,40.3828859,79.34742432,1.614160556,0.104297627,69.9100295,61.45230202,2007,Spondias sp.,0.813801961,105.2267336
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,52.99963753,113.368977,2.657244175,0.094889046,85.57128413,80.83393206,2007,Parkia biglobosa,0.823951263,150.5726237
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,31.97905064,78.9603663,1.858855321,0.098480888,94.0812077,48.79823645,2007,Maprounea membranacea,0.852685513,104.9076769
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,54.60416598,94.59076001,3.230878072,0.146588186,122.2514802,83.71630895,2007,Trilepisium madagascariense,0.802463207,126.0728319
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,27.04382898,63.10171206,1.661629435,0.086695362,74.8343326,41.59623567,2007,Spondias sp.,0.810958511,84.28605812
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,41.20848493,102.4374476,2.677907921,0.398301683,87.84963197,65.02868744,2007,Parkia biglobosa,0.825888912,139.2047593
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,22.27229513,41.06130957,0.770252262,0.028719912,34.99718468,35.2087959,2007,Maprounea membranacea,0.84453205,55.86555431
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,25.96758704,61.01994087,1.211430299,0.053435503,63.18433309,42.51680157,2007,Oncoba glauca,1.012430917,85.00135381
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,53.63476913,111.2766319,2.028411768,0.137832228,82.36910995,88.42875217,2007,Spondias sp.,0.789117912,155.7349573
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,45.66990025,63.11160767,1.129950105,0.044141093,44.19188862,76.35137287,2007,Maprounea membranacea,0.881707144,89.15586117
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,33.76566577,51.55284673,0.943747156,0.047472923,37.55769231,56.61133148,2007,Maprounea membranacea,0.858118709,72.96715348
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,42.92969138,86.65816329,2.512336922,0.081012603,67.66851824,71.98433516,2007,Amphimas pterocarpoides,0.761410899,122.6646137
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,56.95777737,86.28457602,1.783126382,0.078723382,70.27772516,95.5393641,2007,Antidesma laciniatum,0.830658967,122.1639772
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,47.81136044,77.56201977,1.503680411,0.049805005,66.03211158,80.2779832,2007,Antidesma laciniatum,0.855135983,109.8884659
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,24.77474319,40.08536427,1.228500705,0.059923014,69.56556767,42.30074476,2007,Oncoba glauca,0.883726895,57.43497437
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,35.46341701,71.52576342,1.880343298,0.109890399,115.6849531,61.18425329,2007,Oncoba sp.,0.825674822,103.2025845
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,42.7760698,68.40153651,1.28236619,0.065727416,64.40587235,74.53194435,2007,Oncoba glauca,1.017946029,99.35086311
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,59.52045746,88.82817099,1.77980067,0.081951381,78.37184237,104.2914539,2007,Antidesma laciniatum,0.845796471,129.5080366
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,39.08254195,84.12867023,1.550113438,0.085902852,104.9399891,68.59805596,2007,Oncoba sp.,0.890022532,122.7981096
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,47.78150444,102.8930233,2.339336319,0.094628774,100.0424108,84.006519,2007,Funtumia elastica,0.829430033,150.3558062
TROBIT; Thomas Domingues,MDJ-03,5.984095,12.868719,761,45.53101684,76.75045083,2.159176673,0.083142873,103.1667322,82.40293217,2007,Funtumia elastica,0.833539666,114.3589277
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,27.88169834,50.61598742,1.057217392,0.078665055,103.6778434,41.49083676,2007,Crossopteryx febrifuga,0.826139741,66.12376377
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,27.00543419,45.68034699,1.406723464,0.120554839,142.610982,42.43214794,2007,Crossopteryx febrifuga,0.792085096,61.89636197
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,25.37277844,45.70042877,1.059746672,0.081514757,101.6100945,41.02436451,2007,Crossopteryx febrifuga,0.812710188,63.12605041
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,46.32909653,81.9033984,0.985137843,0.121649991,86.48796499,75.32089535,2007,Crossopteryx febrifuga,0.864097621,113.5520052
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,37.5322283,79.35154959,1.373754414,0.048163219,100.5882353,61.41715484,2007,Maprounea membranacea,0.834238375,110.4957945
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,48.86945373,73.06171029,1.082365977,0.122777705,105.6765149,81.82674204,2007,Crossopteryx febrifuga,0.811697001,103.3192812
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,63.60255772,92.88876044,2.09246755,0.197737127,207.1793794,110.9304843,2007,Syzygium guineense,0.858148077,135.008496
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,32.62273328,76.61190318,1.420456143,0.052996621,96.79643147,57.25826828,2007,Maprounea membranacea,0.875382922,111.82436
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,39.26779963,65.52551436,1.355878973,0.151045237,136.2346622,70.95367801,2007,Syzygium guineense,0.849258464,97.52843002
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,58.03185069,95.46710318,1.763486984,0.16257211,148.3337294,106.611416,2007,Crossopteryx febrifuga,0.827803696,143.6851997
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,44.73281508,83.32771122,1.555145607,0.171552884,131.2763225,85.02219199,2007,Maprounea membranacea,0.77400634,128.3133857
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,20.19416705,35.95199486,0.923274215,0.106570203,93.16661182,39.82178125,2007,Crossopteryx febrifuga,0.834407156,56.74785623
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,38.23253768,71.86707344,1.300332693,0.057109535,99.33602771,80.86337252,2007,Maprounea membranacea,0.881423436,118.9051121
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,77.361398,121.9127703,1.886486479,0.142161807,113.0049261,163.7590843,2007,Hymenocardia acida,0.899893326,201.8195658
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,47.12340248,70.76642634,1.795897505,0.221459749,138.9035319,101.9676781,2007,Hymenocardia acida,0.798708266,118.892697
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,16.8294796,31.19214364,1.061227738,0.129901135,112.3917146,37.06690324,2007,Crossopteryx febrifuga,0.822924923,53.03229555
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,62.98540694,92.40721769,0.980203997,0.100455965,97.45313367,139.0507972,2007,Syzygium guineense,0.844170129,157.3566558
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,65.07709666,81.60349328,1.92838329,0.137040535,180.3387546,144.1036198,2007,Syzygium guineense,0.820547757,139.2420451
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,52.13464837,80.02302047,1.430046639,0.113050921,102.7735645,115.4881156,2007,Hymenocardia acida,0.887102294,136.5799252
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,75.02886268,111.3034231,2.127224826,0.154035037,138.731405,166.2031343,2007,Hymenocardia acida,0.896144132,189.9680006
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,71.07182215,96.65956242,1.781125932,0.1428467,117.5561798,157.6995268,2007,Hymenocardia acida,0.894225106,165.1589006
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,63.25719179,89.43715025,2.139280812,0.214135339,149.292887,141.691524,2007,Hymenocardia acida,0.777186868,153.7909885
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,30.78999909,57.29529868,1.394247588,0.071260025,111.6472434,69.05595641,2007,Maprounea membranacea,0.855074244,98.60672881
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,81.59792774,78.83691659,1.85245841,0.176447422,186.4191241,183.2617233,2007,Syzygium guineense,0.805270245,135.8066895
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,58.12256313,93.99862104,1.20477932,0.111120896,81.84699635,131.3948667,2007,Hymenocardia acida,0.91274796,162.6380257
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,56.28683946,76.26090348,1.76705732,0.131967636,179.3375341,127.600669,2007,Syzygium guineense,0.81627637,132.1956879
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,39.41537846,64.19532148,1.636032564,0.132307211,181.1817061,89.93503033,2007,Syzygium guineense,0.812001784,111.7665213
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,30.00484824,49.89242516,1.63259173,0.205125011,116.1639845,68.89252269,2007,Hymenocardia acida,0.81443178,87.23063548
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,42.84174842,69.14561747,1.845727092,0.215280964,211.3256042,98.95394424,2007,Syzygium guineense,0.825398871,121.3769758
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,44.26014512,75.26341028,1.160078251,0.09078956,112.3975013,102.4459432,2007,Syzygium guineense,0.824196965,132.3034226
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,55.30991812,72.0008984,1.876406025,0.24413164,131.2515763,128.1089131,2007,Hymenocardia acida,0.813204614,126.6260122
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,38.83431373,64.57627517,1.118502235,0.104808884,95.6055715,90.38740298,2007,Crossopteryx febrifuga,0.853719916,113.9409568
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,45.62054167,68.98444032,1.193788777,0.045794128,106.3427345,115.9507772,2007,Maprounea membranacea,0.846543582,129.1342567
TROBIT; Thomas Domingues,MDJ-04,5.9986206,12.8679518,755,29.16084856,58.70141619,1.397444852,0.061857501,123.1649832,74.81213166,2007,Maprounea membranacea,0.86511474,110.577356
TROBIT; Thomas Domingues,MDJ-07,6.007356,12.886929,755,79.3097357,117.9194807,2.663896153,0.098748633,109.7797287,113.502868,2007,Milicia excelsa,0.787898358,150.0595692
TROBIT; Thomas Domingues,MDJ-07,6.007356,12.886929,755,67.80358212,103.7965984,2.60472756,0.120364682,107.3102108,97.59132948,2007,Milicia excelsa,0.809014267,132.5948279
TROBIT; Thomas Domingues,MDJ-07,6.007356,12.886929,755,31.5527492,75.36966624,1.716732927,0.052087184,111.0472061,45.65764633,2007,Maranthes chrysophylla,0.914977566,96.62677826
TROBIT; Thomas Domingues,MDJ-07,6.007356,12.886929,755,52.40690826,107.1392571,1.751936436,0.073202599,95.7836285,77.2363966,2007,Uapaca guineensis,0.882703208,139.0581761
TROBIT; Thomas Domingues,MDJ-07,6.007356,12.886929,755,51.45101434,93.03884857,1.687065196,0.079905941,85.44242152,75.84536463,2007,Oncoba glauca,0.913532104,120.7759669
