lon,lat,z,start_yr,end_yr,source,site,species,Family,Genus,Tleaf,narea,parea,lma,Vcmax.tleaf,Vcmax.25,Jmax.tleaf,Jmax.25,Date,Year,Aarea,Ca_Global,PPFD,vpd,Tg,soil_CN,soil_pH,soil_P_total
145.5,-18.3,677,2009,2009,Wright,NA,Acacia flavescens,NA,NA,27.204,3.800790437,0.071206944,182.725917,82.11680092,67.67706171931253,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Acacia leptostachya,NA,NA,26.628,2.019381779,0.050571634,179.9805507,58.93039453,51.07165760036782,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Allocasuarina torulosa,NA,NA,27.224,2.826870976,0.079353772,264.44069,48.33227231,39.76400918517009,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Corymbia citriodora,NA,NA,27.324,1.848078263,0.089447719,116.4510563,95.0406861,77.51422665302555,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Grevillea glauca,NA,NA,27.462,1.176803163,0.059245593,151.6303522,58.76027064,47.35238539216233,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Eucalyptus portuensis,NA,NA,28.202,2.042017033,0.081230152,206.1675105,88.89445696,67.18251432158583,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Corymbia intermedia,NA,NA,27.878,1.410262818,0.076499701,135.3393234,57.75696468,44.89256850713294,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
145.5,-18.3,677,2009,2009,Wright,NA,Corymbia trachyphloia,NA,NA,28.086,1.631632147,0.077829889,145.292266,94.20533759,71.91473102705235,NA,NA,NA,2009,NA,387.01226,484.13601393874575,1.0183388387076948,26.480399526655773,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Corymbia intermedia,NA,NA,28.682,1.391992,0.08442,93.8,82.40229267,59.74642162030221,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Eucalyptus platyphylla,NA,NA,29.394,1.257344,0.066176,103.4,103.9686628,70.9033913393843,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Ixora timorensis,NA,NA,27.634,1.764475,0.093725,81.5,57.56034948,45.69722809792429,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Lophostemon suaveolens,NA,NA,27.898,0.791658,0.036462,61.8,83.59660584,64.86427969376237,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Macaranga involucrata,NA,NA,29.132,1.442068,0.101908,69.8,63.64479806,44.391932644866586,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Macaranga tanarius,NA,NA,28.84,1.600758,0.104671,78.7,69.19291326,49.49015250580828,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Planchonia careya,NA,NA,30.442,1.561032,0.082863,89.1,68.77307016,42.87906885267792,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Timonius timon,NA,NA,29.476,1.328685,0.080655,84.9,88.37796891,59.848351946625854,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Pultenaea juniperina,NA,NA,24.884,2.32024,0.072944,155.2,59.039217120000004,59.647954510975964,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Acacia crassicarpa,NA,NA,27.738,1.611927,0.048918,78.9,84.62463847,66.5796771898809,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Acacia flavescens,NA,NA,29.268,2.954942,0.09197,108.2,111.8426116,77.10303153736096,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Canarium australianum,NA,NA,30.005,1.380972,0.096084,94.2,100.4089883,64.98351399674955,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Chionanthus ramiflorus,NA,NA,29.34666667,2.060892,0.12969,117.9,55.30756272,37.87163640214071,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Alphitonia excelsa,NA,NA,28.164,1.629732,0.069316,80.6,95.63253847,72.51292383746664,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Acacia mangium,NA,NA,27.716,2.506269,0.07077,101.1,81.1020028,63.93015776444441,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
146.1,-18.4,29,2009,2009,Wright,NA,Allocasuarina torulosa,NA,NA,27.7575,2.0253,0.058404,188.4,32.81231008,25.77191391735207,NA,NA,NA,2009,NA,387.01226,462.3698020445675,0.8446706973384297,27.87812226607953,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Acacia dealbata,NA,NA,24.774,2.42987,0.08878,96.5,76.76183766,78.31195552709056,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Aotus ericoides,NA,NA,25.656,2.228688,0.06048,151.2,109.8922993,103.71432728200342,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Banksia marginata,NA,NA,24.058,1.67963,0.098117,166.3,85.01574823,92.4224155768102,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Bossiaea cinerea,NA,NA,24.9425,2.095488,0.051136,108.8,40.6031684,40.81011053964795,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Cassinia aculeata,NA,NA,25.342,1.69871,0.10919,89.5,89.09012808,86.44010191740392,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Eucalyptus pauciflora,NA,NA,25.67,3.330111,0.198246,210.9,117.9490843,111.18110635334949,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Eucalyptus rubida,NA,NA,25.21333333,2.467897,0.160577,155.9,100.8205746,98.93846598499752,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Eucalyptus tenuiramis,NA,NA,26.416,3.07116,0.177804,179.6,117.4137438,103.66108411108442,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Daviesia latifolia,NA,NA,24.37666667,2.220738,0.073383,120.3,82.66019631,87.35269117353498,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Epacris impressa,NA,NA,25.2475,0.936148,0.037116,103.1,36.18367374,35.40128545357024,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Exocarpos cupressiformis,NA,NA,26.03,3.261741,0.256032,266.7,29.44798862,26.89367425370046,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Leucopogon ericoides,NA,NA,24.695,1.281343,0.075241,112.3,63.43915921,65.17459443372667,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147,-42.4,425,2010,2010,Wright,NA,Persoonia juniperina,NA,NA,25.09333333,1.8619,0.15588,216.5,16.68551342,16.548461956645856,NA,NA,NA,2010,NA,389.32416,328.2391658057282,0.30789634587552617,13.630527281754478,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Banksia marginata,NA,NA,23.83666667,1.15842,0.06192,129,64.80408558,71.85179332058901,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Epacris impressa,NA,NA,24.46666667,1.18581,0.04089,141,38.3268834,40.18045270888856,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Epacris lanuginosa,NA,NA,24.016,1.193755,0.05962,135.5,24.95868584,27.234693477033183,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Eucalyptus amygdalina,NA,NA,23.592,1.89414,0.128133,185.7,79.3286189,89.89579741674923,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Exocarpos cupressiformis,NA,NA,24.226,4.358244,0.440044,301.4,33.15506979,35.50921654870875,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Leptospermum glaucescens,NA,NA,23.29666667,0.943104,0.0512,102.4,33.29309801,38.736536026340474,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Leptospermum scoparium,NA,NA,20.9125,1.37815,0.0645,107.5,23.2322513,33.5113037882547,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Leucopogon ericoides,NA,NA,23.69,0.954471,0.056889,90.3,29.93427581,33.62648753660969,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Melaleuca squamea,NA,NA,21.344,1.06522,0.05083,110.5,30.16356084,41.838741770052344,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Melaleuca squarrosa,NA,NA,23.622,1.089648,0.065142,98.7,38.18087728,43.15119856411888,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Monotoca glauca,NA,NA,22.538,1.16481,0.05781,123,38.00156762,47.32651148609436,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Oxylobium ellipticum,NA,NA,23.475,2.462416,0.094248,149.6,56.35702653,64.5347604980431,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Acacia terminalis,NA,NA,24.37,2.603659,0.067022,145.7,85.74097298,90.66199612189148,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Allocasuarina monilifera,NA,NA,24.06,3.38414,0.107302,412.7,112.6908296,122.48678709603432,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
147.2,-43,194,2010,2010,Wright,NA,Aotus ericoides,NA,NA,24.362,2.048002,0.051689,139.7,56.33090003,59.60627597810056,NA,NA,NA,2010,NA,389.32416,323.45278715843483,0.34716249359168827,14.47268636417401,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Acacia parvipinnula,NA,NA,26.38,1.927402365,0.049955514,56.62169111,103.8465569,91.97251867856987,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Angophora costata,NA,NA,25.58,2.115519358,0.09675816,179.1294969,43.33457655,41.172916222256426,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Daviesia squarrosa,NA,NA,27.32,2.619191667,0.044786975,108.3653979,53.96333684,44.027279202984225,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Eucalyptus crebra,NA,NA,25.75,2.165947261,0.111942383,149.478762,52.69122963,49.319439464696444,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Eucalyptus fibrosa,NA,NA,25.96,2.679347527,0.204573576,259.2916962,75.70950855,69.56877864334079,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Eucalyptus punctata,NA,NA,25.28,2.448002154,0.129511266,216.5461047,76.09885529,74.24018217171945,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Eucalyptus sparsifolia,NA,NA,25.68,2.684297566,0.144858217,250.0898354,57.35741351,54.018660372080035,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Exocarpos cupressiformis,NA,NA,26.86666667,2.853685099,0.26005337,206.3402096,54.59274743,46.33611469713617,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Grevillea mucronulata,NA,NA,27.34,0.926750384,0.043552885,75.22324546,88.26379975,71.88689634204793,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Persoonia linearis,NA,NA,26.62,1.349619668,0.145877717,130.2721687,47.79535778,41.450533332649194,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Podolobium ilicifolium,NA,NA,27.06,2.21760527,0.057967034,121.5284725,76.5652155,63.898536528714274,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Pultenaea scabra,NA,NA,26.4,1.728716558,0.038337178,92.991746,55.62339856,49.17708807687462,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Jacksonia scoparia,NA,NA,25.65,4.402755873,0.202938045,227.7680224,79.87533607,75.4246887688405,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Melaleuca pallida,NA,NA,26.475,1.809761316,0.077388475,151.4444616,51.27263206,45.03386491747909,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
150.9,-32.8,310,2009,2009,Wright,NA,Monotoca scoparia,NA,NA,26.41666667,1.137924784,0.047225943,129.0895955,44.30911758,39.116911692763864,NA,NA,NA,2009,NA,387.01226,412.77384148466996,0.72216643094286,20.729531973978627,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Allocasuarina littoralis,NA,NA,23.58491755,3.166123196,0.081040779,241.9806481,55.88166332,63.3655644549837,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Banksia ericifolia,NA,NA,24.37826691,1.693116488,0.060900856,202.5937501,75.3980201,79.6669348628193,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Banksia spinulosa,NA,NA,24.45592308,2.190851318,0.089851434,231.9342915,106.7597703,112.02962725136508,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Corymbia gummifera,NA,NA,25.25396347,2.101231312,0.099673919,228.0724316,77.39914486,75.68238683983083,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Petrophile pulchella,NA,NA,23.85716019,1.516767048,0.055458408,258.6574093,78.45688454,86.83072316862979,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Eucalyptus capitellata,NA,NA,24.90721168,2.557050657,0.103716038,287.6581309,70.81356461,71.39695705303107,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Eucalyptus haemastoma,NA,NA,24.21383934,2.485685198,0.130978224,265.2812378,75.41861733,80.86098168487462,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Grevillea buxifolia,NA,NA,24.44383049,1.262557497,0.032267126,125.1295834,50.70073271,53.260525545369156,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Hakea sericea,NA,NA,23.38672562,2.071033805,0.073044133,297.9047475,56.08754563,64.73465961424012,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Hakea teretifolia,NA,NA,25.79358559,2.758809149,0.108312202,446.9733886,195.2619712,182.06767618674766,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Lambertia formosa,NA,NA,24.06671028,1.661755845,0.054477278,233.523868,94.16492347,102.28939060915188,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Leptospermum trinervium,NA,NA,24.85313454,1.363380185,0.044578173,131.5470741,52.6723451,53.360954324571935,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Persoonia levis,NA,NA,25.06823807,1.769213609,0.068548716,202.7240821,50.99614995,50.689538139714436,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Persoonia pinifolia,NA,NA,24.38302841,1.683904005,0.0600661,176.0669181,63.65641045,67.23211234060604,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
151.1,-33.7,182,2010,2010,Wright,NA,Banksia serrata,NA,NA,25.42386437,1.691866518,0.058061035,262.0935862,89.28521861,86.00635514682298,NA,NA,NA,2010,NA,389.32416,379.1130507923886,0.5845051804792265,20.346568926351193,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Abies fabri,NA,NA,20.97666667,2.084121772,0.117565844,178.130066,13.39408011,19.02579801,65.81540941,85.34759289,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Rhododendron calophytum,NA,NA,20.38666667,2.085865111,0.224946237,136.331053,31.71568194,47.62695621,96.62375402,122.9554191,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Rhododendron lutescens,NA,NA,20.91,1.207890641,0.101854562,65.291386,32.6861466,46.72021162,67.35003807,84.60239231,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Sorbus rufopilosa,NA,NA,20.42,1.23465644,0.068970463,42.57436,26.61735182,39.84466575,79.97992031,103.7157368,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Acer flabellatum,NA,NA,22,1.222065881,0.087051268,33.481257,31.18978874,40.31313645,100.8023136,126.6782653,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Rubus pungens,NA,NA,21.91,0.810711653,0.056226776,21.793324,35.63859538,46.44197546,93.70827869,110.255113,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Lonicera tangutica,NA,NA,21.45,1.073938924,0.077146878,33.985409,16.1939209,22.01255605,41.96987852,52.77759525,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Lonicera nigra,NA,NA,20.79,0.800293312,0.079457693,28.581904,17.40264756,25.15636678,62.94620573,80.23886664,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Euonymus semenovii,NA,NA,21.2,1.399540001,0.138407547,38.661326,25.72067944,35.78199305,85.88796975,111.2559211,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Rosa omeiensis,NA,NA,21.02,0.65327475,0.034196693,23.583926,27.09417665,38.33065446,57.49350268,71.45038106,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Philadelphus purpurascens,NA,NA,21.71666667,1.521739305,0.106243384,46.394491,21.97013008,29.14038054,85.4209916,102.0297237,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Rhododendron pachytrichum,NA,NA,19.90333333,0.902719955,0.066516207,79.185961,13.00596861,20.45273051,51.45469245,71.54005075,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Maianthemum henryi,NA,NA,20.52666667,1.033230886,0.069396104,30.842713,25.09094168,37.18214624,52.83899478,70.66953142,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Arisaema elephas,NA,NA,22.24333333,0.932484634,0.063865484,24.283454,29.37943535,37.1462552,63.5275558,76.32768726,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Ribes glaciale,NA,NA,22.12666667,1.029870458,0.151964599,33.546269,21.05713592,26.90581439,45.98007978,55.60713081,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Clematis montana,NA,NA,21.57,0.75756394,0.042912119,16.504661,16.56252736,22.26586913,40.10835308,51.06065872,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Acer stachyophyllum,NA,NA,20.63666667,1.377489421,0.122905306,59.374544,13.72002449,20.12143506,48.65247687,63.93718473,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.985425,29.57112778,3251,2018,2019,Xu et al. 2021 Tree Physiology,Strawberry Fields Forever,Parasenecio deltophyllus,NA,NA,19.87,0.776073843,0.069380453,27.423104,27.16951413,42.86270046,77.54694327,109.5668814,NA,2018-2019,NA,411.37426,369.9364430018525,0.24346734366338102,11.938579554216224,NA,NA,NA
101.997775,29.57359167,2993,2018,2019,Xu et al. 2021 Tree Physiology,Gungga Station,Abies fabri,NA,NA,29.5529,1.830634877,0.108693946,190.691133,11.91724552,8.932461771,84.74100912,69.36906497,NA,2018-2019,NA,411.37426,360.6585325986743,0.24533281793048603,12.61259014263232,NA,NA,NA
101.997775,29.57359167,2993,2018,2019,Xu et al. 2021 Tree Physiology,Gungga Station,Betula utilis,NA,NA,28.2771,1.094352739,0.023938966,48.855033,174.6289541,139.4513505,304.3104356,251.8272647,NA,2018-2019,NA,411.37426,360.6585325986743,0.24533281793048603,12.61259014263232,NA,NA,NA
